date,store_id,product_id,category,price,promotion,day_of_week,is_weekend,holiday,stock_available,units_sold
2024-05-26,S004,P008,Snacks,60.0,0,6,1,0,240,90
2024-05-27,S004,P008,Snacks,48.0,1,0,0,0,129,92
2024-05-28,S004,P008,Snacks,60.0,0,1,0,0,139,48
2024-05-29,S004,P008,Snacks,57.0,0,2,0,0,138,64
2024-05-30,S004,P008,Snacks,60.0,0,3,0,0,194,70
2024-05-31,S004,P008,Snacks,60.0,0,4,0,0,191,87
2024-06-01,S004,P008,Snacks,60.0,0,5,1,0,247,105
2024-06-02,S004,P008,Snacks,60.0,0,6,1,0,149,82
2024-06-03,S004,P008,Snacks,60.0,0,0,0,0,107,64
2024-06-04,S004,P008,Snacks,60.0,0,1,0,0,124,48
2024-06-05,S004,P008,Snacks,60.0,0,2,0,0,138,51
2024-06-06,S004,P008,Snacks,60.0,0,3,0,0,157,48
2024-06-07,S004,P008,Snacks,60.0,0,4,0,0,262,93
2024-06-08,S004,P008,Snacks,60.0,0,5,1,0,239,91
2024-06-09,S004,P008,Snacks,60.0,0,6,1,0,205,78
2024-06-10,S004,P008,Snacks,60.0,0,0,0,0,147,53
2024-06-11,S004,P008,Snacks,60.0,0,1,0,0,90,48
2024-06-12,S004,P008,Snacks,60.0,0,2,0,0,180,44
2024-06-13,S004,P008,Snacks,60.0,0,3,0,0,146,57
2024-06-14,S004,P008,Snacks,60.0,0,4,0,0,214,94
2024-06-15,S004,P008,Snacks,54.0,0,5,1,0,193,108
2024-06-16,S004,P008,Snacks,57.0,0,6,1,0,203,94
2024-06-17,S004,P008,Snacks,60.0,0,0,0,1,96,96
2024-06-18,S004,P008,Snacks,60.0,0,1,0,0,112,43
2024-06-19,S004,P008,Snacks,60.0,0,2,0,0,180,46
2024-06-20,S004,P008,Snacks,60.0,0,3,0,0,129,68
2024-06-21,S004,P008,Snacks,60.0,0,4,0,0,218,107
2024-06-22,S004,P008,Snacks,60.0,0,5,1,0,239,95
2024-06-23,S004,P008,Snacks,60.0,0,6,1,0,127,78
2024-06-24,S004,P008,Snacks,48.0,1,0,0,0,92,92
2024-06-25,S004,P008,Snacks,60.0,0,1,0,0,93,70
2024-06-26,S004,P008,Snacks,60.0,0,2,0,0,183,59
2024-06-27,S004,P008,Snacks,54.0,0,3,0,0,182,80
2024-06-28,S004,P008,Snacks,60.0,0,4,0,0,172,85
2024-06-29,S004,P008,Snacks,60.0,0,5,1,0,154,99
2024-06-30,S004,P008,Snacks,60.0,0,6,1,0,162,75
2024-07-01,S004,P008,Snacks,60.0,0,0,0,0,94,34
2024-07-02,S004,P008,Snacks,60.0,0,1,0,0,96,52
2024-07-03,S004,P008,Snacks,60.0,0,2,0,0,173,75
2024-07-04,S004,P008,Snacks,60.0,0,3,0,0,119,59
2024-07-05,S004,P008,Snacks,60.0,0,4,0,0,244,88
2024-07-06,S004,P008,Snacks,60.0,0,5,1,0,166,90
2024-07-07,S004,P008,Snacks,60.0,0,6,1,0,187,74
2024-07-08,S004,P008,Snacks,48.0,1,0,0,0,148,97
2024-07-09,S004,P008,Snacks,57.0,0,1,0,0,111,57
2024-07-10,S004,P008,Snacks,54.0,0,2,0,0,146,63
2024-07-11,S004,P008,Snacks,60.0,0,3,0,0,168,64
2024-07-12,S004,P008,Snacks,60.0,0,4,0,0,228,91
2024-07-13,S004,P008,Snacks,60.0,0,5,1,0,199,90
2024-07-14,S004,P008,Snacks,60.0,0,6,1,0,235,64
2024-07-15,S004,P008,Snacks,60.0,0,0,0,0,142,54
2024-07-16,S004,P008,Snacks,60.0,0,1,0,0,120,52
2024-07-17,S004,P008,Snacks,60.0,0,2,0,1,105,105
2024-07-18,S004,P008,Snacks,60.0,0,3,0,0,138,64
2024-07-19,S004,P008,Snacks,60.0,0,4,0,0,180,83
2024-07-20,S004,P008,Snacks,60.0,0,5,1,0,212,98
2024-07-21,S004,P008,Snacks,60.0,0,6,1,0,233,78
2024-07-22,S004,P008,Snacks,63.0,0,0,0,0,112,47
2024-07-23,S004,P008,Snacks,60.0,0,1,0,0,153,56
2024-07-24,S004,P008,Snacks,60.0,0,2,0,0,112,58
2024-07-25,S004,P008,Snacks,60.0,0,3,0,0,109,58
2024-07-26,S004,P008,Snacks,60.0,0,4,0,0,189,93
2024-07-27,S004,P008,Snacks,60.0,0,5,1,0,166,93
2024-07-28,S004,P008,Snacks,60.0,0,6,1,0,188,79
2024-07-29,S004,P008,Snacks,60.0,0,0,0,0,151,64
2024-07-30,S004,P008,Snacks,60.0,0,1,0,0,126,34
2024-07-31,S004,P008,Snacks,60.0,0,2,0,0,135,68
2024-08-01,S004,P008,Snacks,60.0,0,3,0,0,107,62
2024-08-02,S004,P008,Snacks,60.0,0,4,0,0,253,86
2024-08-03,S004,P008,Snacks,63.0,0,5,1,0,246,70
2024-08-04,S004,P008,Snacks,60.0,0,6,1,0,140,73
2024-08-05,S004,P008,Snacks,60.0,0,0,0,0,109,68
2024-08-06,S004,P008,Snacks,60.0,0,1,0,0,100,61
2024-08-07,S004,P008,Snacks,57.0,0,2,0,0,176,71
2024-08-08,S004,P008,Snacks,60.0,0,3,0,0,162,78
2024-08-09,S004,P008,Snacks,60.0,0,4,0,0,197,90
2024-08-10,S004,P008,Snacks,57.0,0,5,1,0,232,100
2024-08-11,S004,P008,Snacks,60.0,0,6,1,0,236,75
2024-08-12,S004,P008,Snacks,60.0,0,0,0,0,95,50
2024-08-13,S004,P008,Snacks,54.0,0,1,0,0,132,68
2024-08-14,S004,P008,Snacks,48.0,1,2,0,0,146,110
2024-08-15,S004,P008,Snacks,60.0,0,3,0,0,130,66
2024-08-16,S004,P008,Snacks,60.0,0,4,0,0,251,89
2024-08-17,S004,P008,Snacks,60.0,0,5,1,0,157,88
2024-08-18,S004,P008,Snacks,60.0,0,6,1,0,242,72
2024-08-19,S004,P008,Snacks,60.0,0,0,0,0,25,25
2024-08-20,S004,P008,Snacks,60.0,0,1,0,0,112,50
2024-08-21,S004,P008,Snacks,60.0,0,2,0,0,126,75
2024-08-22,S004,P008,Snacks,48.0,1,3,0,0,169,148
2024-08-23,S004,P008,Snacks,60.0,0,4,0,0,139,86
2024-08-24,S004,P008,Snacks,60.0,0,5,1,0,258,83
2024-08-25,S004,P008,Snacks,63.0,0,6,1,0,193,60
2024-08-26,S004,P008,Snacks,60.0,0,0,0,0,148,61
2024-08-27,S004,P008,Snacks,60.0,0,1,0,0,134,68
2024-08-28,S004,P008,Snacks,60.0,0,2,0,0,185,62
2024-08-29,S004,P008,Snacks,60.0,0,3,0,0,169,67
2024-08-30,S004,P008,Snacks,60.0,0,4,0,0,151,87
2024-08-31,S004,P008,Snacks,60.0,0,5,1,0,209,81
2024-09-01,S004,P008,Snacks,60.0,0,6,1,0,207,74
2024-09-02,S004,P008,Snacks,60.0,0,0,0,0,156,49
2024-09-03,S004,P008,Snacks,60.0,0,1,0,0,163,121
2024-09-04,S004,P008,Snacks,54.0,0,2,0,0,154,73
2024-09-05,S004,P008,Snacks,48.0,1,3,0,0,195,146
2024-09-06,S004,P008,Snacks,60.0,0,4,0,0,186,90
2024-09-07,S004,P008,Snacks,60.0,0,5,1,0,199,96
2024-09-08,S004,P008,Snacks,60.0,0,6,1,0,221,87
2024-09-09,S004,P008,Snacks,60.0,0,0,0,0,133,46
2024-09-10,S004,P008,Snacks,60.0,0,1,0,0,134,51
2024-09-11,S004,P008,Snacks,60.0,0,2,0,0,107,61
2024-09-12,S004,P008,Snacks,60.0,0,3,0,0,137,80
2024-09-13,S004,P008,Snacks,60.0,0,4,0,0,156,95
2024-09-14,S004,P008,Snacks,60.0,0,5,1,0,179,96
2024-09-15,S004,P008,Snacks,60.0,0,6,1,0,163,78
2024-09-16,S004,P008,Snacks,60.0,0,0,0,0,129,63
2024-09-17,S004,P008,Snacks,60.0,0,1,0,0,115,56
2024-09-18,S004,P008,Snacks,63.0,0,2,0,0,130,65
2024-09-19,S004,P008,Snacks,60.0,0,3,0,0,142,68
2024-09-20,S004,P008,Snacks,60.0,0,4,0,0,142,74
2024-09-21,S004,P008,Snacks,60.0,0,5,1,0,245,90
2024-09-22,S004,P008,Snacks,54.0,0,6,1,0,149,100
2024-09-23,S004,P008,Snacks,60.0,0,0,0,0,144,56
2024-09-24,S004,P008,Snacks,57.0,0,1,0,0,95,52
2024-09-25,S004,P008,Snacks,60.0,0,2,0,0,109,64
2024-09-26,S004,P008,Snacks,60.0,0,3,0,0,145,66
2024-09-27,S004,P008,Snacks,60.0,0,4,0,0,206,90
2024-09-28,S004,P008,Snacks,60.0,0,5,1,0,168,98
2024-09-29,S004,P008,Snacks,60.0,0,6,1,0,204,77
2024-09-30,S004,P008,Snacks,60.0,0,0,0,0,107,46
2024-10-01,S004,P008,Snacks,60.0,0,1,0,0,92,51
2024-10-02,S004,P008,Snacks,63.0,0,2,0,0,109,50
2024-10-03,S004,P008,Snacks,60.0,0,3,0,0,125,53
2024-10-04,S004,P008,Snacks,48.0,1,4,0,0,162,162
2024-10-05,S004,P008,Snacks,48.0,1,5,1,0,214,188
2024-10-06,S004,P008,Snacks,60.0,0,6,1,0,142,86
2024-10-07,S004,P008,Snacks,60.0,0,0,0,0,135,56
2024-10-08,S004,P008,Snacks,60.0,0,1,0,0,90,53
2024-10-09,S004,P008,Snacks,60.0,0,2,0,0,164,72
2024-10-10,S004,P008,Snacks,60.0,0,3,0,0,115,71
2024-10-11,S004,P008,Snacks,60.0,0,4,0,0,166,90
2024-10-12,S004,P008,Snacks,60.0,0,5,1,0,163,98
2024-10-13,S004,P008,Snacks,54.0,0,6,1,0,207,98
2024-10-14,S004,P008,Snacks,60.0,0,0,0,0,127,50
2024-10-15,S004,P008,Snacks,60.0,0,1,0,0,118,43
2024-10-16,S004,P008,Snacks,60.0,0,2,0,0,100,46
2024-10-17,S004,P008,Snacks,60.0,0,3,0,0,151,56
2024-10-18,S004,P008,Snacks,60.0,0,4,0,0,236,80
2024-10-19,S004,P008,Snacks,57.0,0,5,1,0,147,95
2024-10-20,S004,P008,Snacks,60.0,0,6,1,0,203,75
2024-10-21,S004,P008,Snacks,63.0,0,0,0,0,160,59
2024-10-22,S004,P008,Snacks,60.0,0,1,0,0,108,57
2024-10-23,S004,P008,Snacks,60.0,0,2,0,0,178,52
2024-10-24,S004,P008,Snacks,60.0,0,3,0,0,191,55
2024-10-25,S004,P008,Snacks,60.0,0,4,0,0,163,87
2024-10-26,S004,P008,Snacks,60.0,0,5,1,0,226,88
2024-10-27,S004,P008,Snacks,60.0,0,6,1,0,202,96
2024-10-28,S004,P008,Snacks,60.0,0,0,0,0,138,52
2024-10-29,S004,P008,Snacks,60.0,0,1,0,0,126,55
2024-10-30,S004,P008,Snacks,60.0,0,2,0,0,134,41
2024-10-31,S004,P008,Snacks,60.0,0,3,0,0,152,57
2024-11-01,S004,P008,Snacks,57.0,0,4,0,1,184,165
2024-11-02,S004,P008,Snacks,60.0,0,5,1,0,189,100
2024-11-03,S004,P008,Snacks,60.0,0,6,1,0,237,75
2024-11-04,S004,P008,Snacks,60.0,0,0,0,0,102,45
2024-11-05,S004,P008,Snacks,60.0,0,1,0,0,107,107
2024-11-06,S004,P008,Snacks,60.0,0,2,0,0,148,64
2024-11-07,S004,P008,Snacks,60.0,0,3,0,0,179,64
2024-11-08,S004,P008,Snacks,60.0,0,4,0,0,244,81
2024-11-09,S004,P008,Snacks,60.0,0,5,1,0,221,81
2024-11-10,S004,P008,Snacks,60.0,0,6,1,0,154,81
2024-11-11,S004,P008,Snacks,60.0,0,0,0,0,102,53
2024-11-12,S004,P008,Snacks,60.0,0,1,0,0,119,55
2024-11-13,S004,P008,Snacks,60.0,0,2,0,0,177,64
2024-11-14,S004,P008,Snacks,60.0,0,3,0,0,134,65
2024-11-15,S004,P008,Snacks,60.0,0,4,0,0,199,92
2024-11-16,S004,P008,Snacks,60.0,0,5,1,0,197,116
2024-11-17,S004,P008,Snacks,60.0,0,6,1,0,213,84
2024-11-18,S004,P008,Snacks,63.0,0,0,0,0,152,45
2024-11-19,S004,P008,Snacks,60.0,0,1,0,0,161,47
2024-11-20,S004,P008,Snacks,60.0,0,2,0,1,173,127
2024-11-21,S004,P008,Snacks,60.0,0,3,0,0,183,89
2024-11-22,S004,P008,Snacks,60.0,0,4,0,0,159,94
2024-11-23,S004,P008,Snacks,60.0,0,5,1,0,21,21
2024-11-24,S004,P008,Snacks,60.0,0,6,1,0,172,91
2024-11-25,S004,P008,Snacks,60.0,0,0,0,0,109,56
2024-11-26,S004,P008,Snacks,60.0,0,1,0,0,114,50
2024-11-27,S004,P008,Snacks,60.0,0,2,0,0,156,64
2024-11-28,S004,P008,Snacks,60.0,0,3,0,0,117,57
2024-11-29,S004,P008,Snacks,48.0,1,4,0,0,217,181
2024-11-30,S004,P008,Snacks,54.0,0,5,1,0,176,98
2024-12-01,S004,P008,Snacks,57.0,0,6,1,0,199,77
2024-12-02,S004,P008,Snacks,60.0,0,0,0,0,127,45
2024-12-03,S004,P008,Snacks,60.0,0,1,0,0,132,45
2024-12-04,S004,P008,Snacks,60.0,0,2,0,0,118,67
2024-12-05,S004,P008,Snacks,57.0,0,3,0,0,117,67
2024-12-06,S004,P008,Snacks,60.0,0,4,0,0,229,85
2024-12-07,S004,P008,Snacks,60.0,0,5,1,0,262,196
2024-12-08,S004,P008,Snacks,60.0,0,6,1,0,192,82
2024-12-09,S004,P008,Snacks,54.0,0,0,0,0,130,59
2024-12-10,S004,P008,Snacks,60.0,0,1,0,0,118,56
2024-12-11,S004,P008,Snacks,48.0,1,2,0,0,142,130
2024-12-12,S004,P008,Snacks,60.0,0,3,0,0,112,57
2024-12-13,S004,P008,Snacks,60.0,0,4,0,0,244,83
2024-12-14,S004,P008,Snacks,60.0,0,5,1,0,176,81
2024-12-15,S004,P008,Snacks,60.0,0,6,1,0,223,91
2024-12-16,S004,P008,Snacks,60.0,0,0,0,0,115,45
2024-12-17,S004,P008,Snacks,60.0,0,1,0,0,160,55
2024-12-18,S004,P008,Snacks,60.0,0,2,0,0,181,48
2024-12-19,S004,P008,Snacks,48.0,1,3,0,0,188,140
2024-12-20,S004,P008,Snacks,60.0,0,4,0,0,248,91
2024-12-21,S004,P008,Snacks,57.0,0,5,1,0,275,99
2024-12-22,S004,P008,Snacks,60.0,0,6,1,0,157,66
2024-12-23,S004,P008,Snacks,60.0,0,0,0,0,164,52
2024-12-24,S004,P008,Snacks,60.0,0,1,0,0,153,62
2024-12-25,S004,P008,Snacks,60.0,0,2,0,1,104,102
2024-12-26,S004,P008,Snacks,60.0,0,3,0,0,138,65
2024-12-27,S004,P008,Snacks,60.0,0,4,0,0,259,90
2024-12-28,S004,P008,Snacks,60.0,0,5,1,0,281,93
2024-12-29,S004,P008,Snacks,60.0,0,6,1,0,206,87
2024-12-30,S004,P008,Snacks,60.0,0,0,0,0,155,53
2024-12-31,S004,P008,Snacks,60.0,0,1,0,0,100,53
2025-01-01,S004,P008,Snacks,60.0,0,2,0,1,132,112
2025-01-02,S004,P008,Snacks,60.0,0,3,0,0,176,60
2025-01-03,S004,P008,Snacks,60.0,0,4,0,0,187,71
2025-01-04,S004,P008,Snacks,60.0,0,5,1,0,171,89
2025-01-05,S004,P008,Snacks,60.0,0,6,1,0,227,80
2025-01-06,S004,P008,Snacks,60.0,0,0,0,0,104,47
2025-01-07,S004,P008,Snacks,60.0,0,1,0,0,130,53
2025-01-08,S004,P008,Snacks,60.0,0,2,0,0,140,64
2025-01-09,S004,P008,Snacks,60.0,0,3,0,0,181,59
2025-01-10,S004,P008,Snacks,60.0,0,4,0,0,226,84
2025-01-11,S004,P008,Snacks,60.0,0,5,1,0,280,82
2025-01-12,S004,P008,Snacks,60.0,0,6,1,0,138,80
2025-01-13,S004,P008,Snacks,60.0,0,0,0,0,111,48
2025-01-14,S004,P008,Snacks,60.0,0,1,0,0,115,57
2025-01-15,S004,P008,Snacks,60.0,0,2,0,0,138,58
2025-01-16,S004,P008,Snacks,60.0,0,3,0,0,196,53
2025-01-17,S004,P008,Snacks,60.0,0,4,0,0,226,89
2025-01-18,S004,P008,Snacks,60.0,0,5,1,0,245,82
2025-01-19,S004,P008,Snacks,60.0,0,6,1,0,197,83
2025-01-20,S004,P008,Snacks,60.0,0,0,0,0,144,61
2025-01-21,S004,P008,Snacks,60.0,0,1,0,0,99,42
2025-01-22,S004,P008,Snacks,60.0,0,2,0,0,178,56
2025-01-23,S004,P008,Snacks,60.0,0,3,0,0,133,72
2025-01-24,S004,P008,Snacks,60.0,0,4,0,0,17,17
2025-01-25,S004,P008,Snacks,60.0,0,5,1,0,180,81
2025-01-26,S004,P008,Snacks,48.0,1,6,1,0,170,157
2025-01-27,S004,P008,Snacks,60.0,0,0,0,0,119,60
2025-01-28,S004,P008,Snacks,60.0,0,1,0,0,103,62
2025-01-29,S004,P008,Snacks,60.0,0,2,0,0,171,45
2025-01-30,S004,P008,Snacks,60.0,0,3,0,0,188,73
2025-01-31,S004,P008,Snacks,60.0,0,4,0,0,187,93
2025-02-01,S004,P008,Snacks,48.0,1,5,1,0,207,181
2025-02-02,S004,P008,Snacks,60.0,0,6,1,0,237,80
2025-02-03,S004,P008,Snacks,60.0,0,0,0,0,116,50
2025-02-04,S004,P008,Snacks,60.0,0,1,0,0,110,61
2025-02-05,S004,P008,Snacks,60.0,0,2,0,0,169,48
2025-02-06,S004,P008,Snacks,60.0,0,3,0,0,131,56
2025-02-07,S004,P008,Snacks,48.0,1,4,0,0,253,176
2025-02-08,S004,P008,Snacks,60.0,0,5,1,0,176,96
2025-02-09,S004,P008,Snacks,60.0,0,6,1,0,225,67
2025-02-10,S004,P008,Snacks,60.0,0,0,0,0,143,39
2025-02-11,S004,P008,Snacks,60.0,0,1,0,0,159,51
2025-02-12,S004,P008,Snacks,60.0,0,2,0,0,105,63
2025-02-13,S004,P008,Snacks,60.0,0,3,0,0,124,63
2025-02-14,S004,P008,Snacks,48.0,1,4,0,0,247,189
2025-02-15,S004,P008,Snacks,48.0,1,5,1,0,226,177
2025-02-16,S004,P008,Snacks,60.0,0,6,1,0,127,76
2025-02-17,S004,P008,Snacks,60.0,0,0,0,0,106,78
2025-02-18,S004,P008,Snacks,60.0,0,1,0,0,130,36
2025-02-19,S004,P008,Snacks,63.0,0,2,0,0,142,52
2025-02-20,S004,P008,Snacks,54.0,0,3,0,1,110,110
2025-02-21,S004,P008,Snacks,60.0,0,4,0,0,243,98
2025-02-22,S004,P008,Snacks,60.0,0,5,1,0,60,60
2025-02-23,S004,P008,Snacks,60.0,0,6,1,1,235,163
2025-02-24,S004,P008,Snacks,60.0,0,0,0,0,126,40
2025-02-25,S004,P008,Snacks,60.0,0,1,0,0,11,11
2025-02-26,S004,P008,Snacks,60.0,0,2,0,0,154,54
2025-02-27,S004,P008,Snacks,60.0,0,3,0,0,129,73
2025-02-28,S004,P008,Snacks,60.0,0,4,0,0,237,82
2025-03-01,S004,P008,Snacks,60.0,0,5,1,0,208,92
2025-03-02,S004,P008,Snacks,48.0,1,6,1,0,178,171
2025-03-03,S004,P008,Snacks,60.0,0,0,0,0,154,54
2025-03-04,S004,P008,Snacks,60.0,0,1,0,0,149,55
2025-03-05,S004,P008,Snacks,60.0,0,2,0,0,176,71
2025-03-06,S004,P008,Snacks,60.0,0,3,0,0,108,69
2025-03-07,S004,P008,Snacks,60.0,0,4,0,0,173,80
2025-03-08,S004,P008,Snacks,60.0,0,5,1,0,153,103
2025-03-09,S004,P008,Snacks,60.0,0,6,1,0,131,80
2025-03-10,S004,P008,Snacks,60.0,0,0,0,0,99,47
2025-03-11,S004,P008,Snacks,60.0,0,1,0,0,146,66
2025-03-12,S004,P008,Snacks,60.0,0,2,0,0,140,69
2025-03-13,S004,P008,Snacks,60.0,0,3,0,0,197,66
2025-03-14,S004,P008,Snacks,60.0,0,4,0,1,242,145
2025-03-15,S004,P008,Snacks,60.0,0,5,1,0,146,87
2025-03-16,S004,P008,Snacks,60.0,0,6,1,0,215,73
2025-03-17,S004,P008,Snacks,60.0,0,0,0,0,117,53
2025-03-18,S004,P008,Snacks,60.0,0,1,0,0,118,51
2025-03-19,S004,P008,Snacks,60.0,0,2,0,0,115,72
2025-03-20,S004,P008,Snacks,60.0,0,3,0,0,122,55
2025-03-21,S004,P008,Snacks,60.0,0,4,0,0,232,94
2025-03-22,S004,P008,Snacks,60.0,0,5,1,0,171,86
2025-03-23,S004,P008,Snacks,60.0,0,6,1,0,152,70
2025-03-24,S004,P008,Snacks,60.0,0,0,0,0,105,38
2025-03-25,S004,P008,Snacks,60.0,0,1,0,0,148,61
2025-03-26,S004,P008,Snacks,60.0,0,2,0,0,118,70
2025-03-27,S004,P008,Snacks,60.0,0,3,0,0,153,67
2025-03-28,S004,P008,Snacks,60.0,0,4,0,0,206,89
2025-03-29,S004,P008,Snacks,57.0,0,5,1,0,248,103
2025-03-30,S004,P008,Snacks,60.0,0,6,1,0,192,83
2025-03-31,S004,P008,Snacks,60.0,0,0,0,0,94,62
2025-04-01,S004,P008,Snacks,60.0,0,1,0,0,161,46
2025-04-02,S004,P008,Snacks,60.0,0,2,0,0,153,55
2025-04-03,S004,P008,Snacks,60.0,0,3,0,0,165,57
2025-04-04,S004,P008,Snacks,60.0,0,4,0,0,150,87
2025-04-05,S004,P008,Snacks,60.0,0,5,1,0,196,89
2025-04-06,S004,P008,Snacks,60.0,0,6,1,0,170,72
2025-04-07,S004,P008,Snacks,60.0,0,0,0,0,103,49
2025-04-08,S004,P008,Snacks,60.0,0,1,0,0,109,46
2025-04-09,S004,P008,Snacks,60.0,0,2,0,0,152,55
2025-04-10,S004,P008,Snacks,60.0,0,3,0,0,120,69
2025-04-11,S004,P008,Snacks,60.0,0,4,0,1,198,174
2025-04-12,S004,P008,Snacks,60.0,0,5,1,0,253,93
2025-04-13,S004,P008,Snacks,60.0,0,6,1,0,226,98
2025-04-14,S004,P008,Snacks,60.0,0,0,0,0,145,69
2025-04-15,S004,P008,Snacks,63.0,0,1,0,0,148,56
2025-04-16,S004,P008,Snacks,57.0,0,2,0,0,125,63
2025-04-17,S004,P008,Snacks,60.0,0,3,0,0,155,67
2025-04-18,S004,P008,Snacks,60.0,0,4,0,0,176,92
2025-04-19,S004,P008,Snacks,60.0,0,5,1,0,229,92
2025-04-20,S004,P008,Snacks,60.0,0,6,1,0,152,78
2025-04-21,S004,P008,Snacks,60.0,0,0,0,0,88,51
2025-04-22,S004,P008,Snacks,60.0,0,1,0,0,93,67
2025-04-23,S004,P008,Snacks,60.0,0,2,0,0,29,29
2025-04-24,S004,P008,Snacks,60.0,0,3,0,0,195,57
2025-04-25,S004,P008,Snacks,60.0,0,4,0,0,202,90
2025-04-26,S004,P008,Snacks,60.0,0,5,1,0,249,96
2025-04-27,S004,P008,Snacks,60.0,0,6,1,0,196,87
2025-04-28,S004,P008,Snacks,60.0,0,0,0,0,98,57
2025-04-29,S004,P008,Snacks,60.0,0,1,0,0,122,52
2025-04-30,S004,P008,Snacks,60.0,0,2,0,0,180,64
2025-05-01,S004,P008,Snacks,60.0,0,3,0,0,114,75
2025-05-02,S004,P008,Snacks,60.0,0,4,0,0,174,85
2025-05-03,S004,P008,Snacks,60.0,0,5,1,0,202,103
2025-05-04,S004,P008,Snacks,60.0,0,6,1,0,189,71
2025-05-05,S004,P008,Snacks,57.0,0,0,0,0,130,72
2025-05-06,S004,P008,Snacks,60.0,0,1,0,0,147,51
2025-05-07,S004,P008,Snacks,60.0,0,2,0,0,113,76
2025-05-08,S004,P008,Snacks,60.0,0,3,0,0,124,76
2025-05-09,S004,P008,Snacks,60.0,0,4,0,0,211,93
2025-05-10,S004,P008,Snacks,60.0,0,5,1,0,244,87
2025-05-11,S004,P008,Snacks,60.0,0,6,1,0,233,74
2025-05-12,S004,P008,Snacks,60.0,0,0,0,0,126,54
2025-05-13,S004,P008,Snacks,57.0,0,1,0,0,118,62
2025-05-14,S004,P008,Snacks,54.0,0,2,0,0,169,77
2025-05-15,S004,P008,Snacks,50.4,1,3,0,0,160,141
2025-05-16,S004,P008,Snacks,60.0,0,4,0,0,251,89
2025-05-17,S004,P008,Snacks,60.0,0,5,1,0,255,83
2025-05-18,S004,P008,Snacks,60.0,0,6,1,0,128,76
2025-05-19,S004,P008,Snacks,60.0,0,0,0,0,154,51
2025-05-20,S004,P008,Snacks,60.0,0,1,0,0,156,49
2025-05-21,S004,P008,Snacks,60.0,0,2,0,0,171,60
2025-05-22,S004,P008,Snacks,60.0,0,3,0,0,21,21
2025-05-23,S004,P008,Snacks,60.0,0,4,0,0,176,91
2025-05-24,S004,P008,Snacks,54.0,0,5,1,0,189,108
2025-05-25,S004,P008,Snacks,60.0,0,6,1,0,183,79
2025-05-26,S004,P008,Snacks,60.0,0,0,0,0,162,42
2025-05-27,S004,P008,Snacks,60.0,0,1,0,0,121,58
2025-05-28,S004,P008,Snacks,60.0,0,2,0,0,139,59
2025-05-29,S004,P008,Snacks,60.0,0,3,0,0,110,66
2025-05-30,S004,P008,Snacks,60.0,0,4,0,0,225,83
2025-05-31,S004,P008,Snacks,60.0,0,5,1,0,160,91
2025-06-01,S004,P008,Snacks,60.0,0,6,1,0,218,90
2025-06-02,S004,P008,Snacks,48.0,1,0,0,0,99,99
2025-06-03,S004,P008,Snacks,60.0,0,1,0,0,91,38
2025-06-04,S004,P008,Snacks,60.0,0,2,0,0,180,69
2025-06-05,S004,P008,Snacks,48.0,1,3,0,0,153,145
2025-06-06,S004,P008,Snacks,60.0,0,4,0,0,171,83
2025-06-07,S004,P008,Snacks,60.0,0,5,1,0,274,108
2025-06-08,S004,P008,Snacks,60.0,0,6,1,0,208,84
2025-06-09,S004,P008,Snacks,60.0,0,0,0,0,160,39
2025-06-10,S004,P008,Snacks,60.0,0,1,0,0,124,54
2025-06-11,S004,P008,Snacks,54.0,0,2,0,0,160,67
2025-06-12,S004,P008,Snacks,60.0,0,3,0,0,172,61
2025-06-13,S004,P008,Snacks,60.0,0,4,0,0,259,88
2025-06-14,S004,P008,Snacks,60.0,0,5,1,0,223,98
2025-06-15,S004,P008,Snacks,60.0,0,6,1,0,242,83
2025-06-16,S004,P008,Snacks,60.0,0,0,0,0,164,57
2025-06-17,S004,P008,Snacks,60.0,0,1,0,0,131,68
2025-06-18,S004,P008,Snacks,60.0,0,2,0,0,98,52
2025-06-19,S004,P008,Snacks,60.0,0,3,0,0,110,67
2025-06-20,S004,P008,Snacks,60.0,0,4,0,0,38,38
2025-06-21,S004,P008,Snacks,60.0,0,5,1,0,194,101
2025-06-22,S004,P008,Snacks,60.0,0,6,1,0,192,67
2025-06-23,S004,P008,Snacks,60.0,0,0,0,0,91,65
2025-06-24,S004,P008,Snacks,60.0,0,1,0,0,109,59
2025-06-25,S004,P008,Snacks,54.0,0,2,0,0,162,68
2025-06-26,S004,P008,Snacks,60.0,0,3,0,0,166,70
2025-06-27,S004,P008,Snacks,60.0,0,4,0,0,259,76
2025-06-28,S004,P008,Snacks,60.0,0,5,1,0,180,90
2025-06-29,S004,P008,Snacks,60.0,0,6,1,0,154,74
2025-06-30,S004,P008,Snacks,60.0,0,0,0,0,130,50
2025-07-01,S004,P008,Snacks,60.0,0,1,0,0,101,64
2025-07-02,S004,P008,Snacks,60.0,0,2,0,0,106,51
2025-07-03,S004,P008,Snacks,60.0,0,3,0,0,109,78
2025-07-04,S004,P008,Snacks,63.0,0,4,0,0,181,90
2025-07-05,S004,P008,Snacks,60.0,0,5,1,0,47,47
2025-07-06,S004,P008,Snacks,60.0,0,6,1,0,232,83
2025-07-07,S004,P008,Snacks,60.0,0,0,0,0,36,36
2025-07-08,S004,P008,Snacks,60.0,0,1,0,0,129,58
2025-07-09,S004,P008,Snacks,60.0,0,2,0,0,173,65
